frase_idx,token,NOUN,VERB,ADJ,ADV,CCONJ,DET,NUM,PUNCT,PRON,ADP,segmenta,frase_len_token,frase_len_char,token_len_char,distanza_da_prima_parola
5,Il,0,0,0,0,0,1,0,0,0,0,0,11,63,2,0
5,ministro,1,0,0,0,0,0,0,0,0,0,0,11,63,8,1
5,dell’,0,0,0,0,0,0,0,0,0,1,0,11,63,5,2
5,economia,1,0,0,0,0,0,0,0,0,0,0,11,63,8,3
5,italiano,0,0,1,0,0,0,0,0,0,0,0,11,63,8,4
5,si,0,0,0,0,0,0,0,0,1,0,0,11,63,2,5
5,chiama,0,1,0,0,0,0,0,0,0,0,0,11,63,6,6
5,Pier,0,0,0,0,0,0,0,0,0,0,0,11,63,4,7
5,Carlo,0,0,0,0,0,0,0,0,0,0,0,11,63,5,8
5,Padoan,0,0,0,0,0,0,0,0,0,0,0,11,63,6,9
5,.,0,0,0,0,0,0,0,1,0,0,0,11,63,1,10
7,Grazie,1,0,0,0,0,0,0,0,0,0,0,15,78,6,0
7,a,0,0,0,0,0,0,0,0,0,1,0,15,78,1,1
7,questo,0,0,0,0,0,1,0,0,0,0,0,15,78,6,2
7,accordo,1,0,0,0,0,0,0,0,0,0,0,15,78,7,3
7,i,0,0,0,0,0,1,0,0,0,0,0,15,78,1,4
7,Paesi,1,0,0,0,0,0,0,0,0,0,0,15,78,5,5
7,dell’,0,0,0,0,0,0,0,0,0,1,0,15,78,5,6
7,Europa,0,0,0,0,0,0,0,0,0,0,1,15,78,6,7
7,possono,0,1,0,0,0,0,0,0,0,0,0,15,78,7,8
7,pagare,0,1,0,0,0,0,0,0,0,0,0,15,78,6,9
7,le,0,0,0,0,0,1,0,0,0,0,0,15,78,2,10
7,spese,1,0,0,0,0,0,0,0,0,0,0,15,78,5,11
7,già,0,0,0,1,0,0,0,0,0,0,0,15,78,3,12
7,fatte,0,1,0,0,0,0,0,0,0,0,0,15,78,5,13
7,.,0,0,0,0,0,0,0,1,0,0,0,15,78,1,14
9,Queste,0,0,0,0,0,1,0,0,0,0,0,9,51,6,0
9,notizie,1,0,0,0,0,0,0,0,0,0,0,9,51,7,1
9,parlano,0,1,0,0,0,0,0,0,0,0,0,9,51,7,2
9,di,0,0,0,0,0,0,0,0,0,1,0,9,51,2,3
9,cose,1,0,0,0,0,0,0,0,0,0,0,9,51,4,4
9,che,0,0,0,0,0,0,0,0,1,0,0,9,51,3,5
9,fanno,0,1,0,0,0,0,0,0,0,0,0,9,51,5,6
9,le,0,0,0,0,0,1,0,0,0,0,0,9,51,2,7
9,persone,1,0,0,0,0,0,0,0,0,0,0,9,51,7,8
11,Sempre,0,0,0,1,0,0,0,0,0,0,0,9,43,6,0
11,più,0,0,0,1,0,0,0,0,0,0,0,9,43,3,1
11,persone,1,0,0,0,0,0,0,0,0,0,0,9,43,7,2
11,si,0,0,0,0,0,0,0,0,1,0,0,9,43,2,3
11,fanno,0,1,0,0,0,0,0,0,0,0,0,9,43,5,4
11,le,0,0,0,0,0,1,0,0,0,0,0,9,43,2,5
11,foto,1,0,0,0,0,0,0,0,0,0,0,9,43,4,6
11,da,0,0,0,0,0,0,0,0,0,1,0,9,43,2,7
11,sole,1,0,0,0,0,0,0,0,0,0,0,9,43,4,8
13,Farsi,0,1,0,0,0,0,0,0,0,0,0,1,5,5,0
14,le,0,0,0,0,0,1,0,0,0,0,0,10,42,2,0
14,foto,1,0,0,0,0,0,0,0,0,0,0,10,42,4,1
14,da,0,0,0,0,0,0,0,0,0,1,0,10,42,2,2
14,soli,0,0,1,0,0,0,0,0,0,0,0,10,42,4,3
14,in,0,0,0,0,0,0,0,0,0,1,0,10,42,2,4
14,inglese,1,0,0,0,0,0,0,0,0,0,0,10,42,7,5
14,si,0,0,0,0,0,0,0,0,1,0,0,10,42,2,6
14,dice,0,1,0,0,0,0,0,0,0,0,0,10,42,4,7
14,selfie,0,0,0,0,0,0,0,0,0,0,0,10,42,6,8
14,.,0,0,0,0,0,0,0,1,0,0,0,10,42,1,9
15,Farsi,0,1,0,0,0,0,0,0,0,0,0,9,33,5,0
15,le,0,0,0,0,0,1,0,0,0,0,0,9,33,2,1
15,foto,1,0,0,0,0,0,0,0,0,0,0,9,33,4,2
15,da,0,0,0,0,0,0,0,0,0,1,0,9,33,2,3
15,soli,0,0,1,0,0,0,0,0,0,0,0,9,33,4,4
15,è,0,1,0,0,0,0,0,0,0,0,0,9,33,1,5
15,una,0,0,0,0,0,1,0,0,0,0,0,9,33,3,6
15,moda,1,0,0,0,0,0,0,0,0,0,0,9,33,4,7
15,.,0,0,0,0,0,0,0,1,0,0,0,9,33,1,8
16,Oggi,0,0,0,1,0,0,0,0,0,0,0,6,26,4,0
16,lo,0,0,0,0,0,0,0,0,1,0,0,6,26,2,1
16,fanno,0,1,0,0,0,0,0,0,0,0,0,6,26,5,2
16,quasi,0,0,0,1,0,0,0,0,0,0,0,6,26,5,3
16,tutti,0,0,0,0,0,0,0,0,1,0,0,6,26,5,4
16,.,0,0,0,0,0,0,0,1,0,0,0,6,26,1,5
17,Dopo,0,0,0,0,1,0,0,0,0,0,0,21,104,4,0
17,aver,0,1,0,0,0,0,0,0,0,0,0,21,104,4,1
17,fatto,0,1,0,0,0,0,0,0,0,0,0,21,104,5,2
17,le,0,0,0,0,0,1,0,0,0,0,0,21,104,2,3
17,foto,1,0,0,0,0,0,0,0,0,0,0,21,104,4,4
17,",",0,0,0,0,0,0,0,1,0,0,0,21,104,1,5
17,le,0,0,0,0,0,1,0,0,0,0,0,21,104,2,6
17,persone,1,0,0,0,0,0,0,0,0,0,0,21,104,7,7
17,le,0,0,0,0,0,0,0,0,1,0,0,21,104,2,8
17,mettono,0,1,0,0,0,0,0,0,0,0,0,21,104,7,9
17,su,0,0,0,0,0,0,0,0,0,1,0,21,104,2,10
17,facebook,0,0,0,0,0,0,0,0,0,0,1,21,104,8,11
17,e,0,0,0,0,1,0,0,0,0,0,0,21,104,1,12
17,così,0,0,0,1,0,0,0,0,0,0,0,21,104,4,13
17,le,0,0,0,0,0,0,0,0,1,0,0,21,104,2,14
17,possono,0,1,0,0,0,0,0,0,0,0,0,21,104,7,15
17,vedere,0,1,0,0,0,0,0,0,0,0,0,21,104,6,16
17,anche,0,0,0,1,0,0,0,0,0,0,0,21,104,5,17
17,altre,0,0,0,0,0,1,0,0,0,0,0,21,104,5,18
17,persone,1,0,0,0,0,0,0,0,0,0,0,21,104,7,19
17,.,0,0,0,0,0,0,0,1,0,0,0,21,104,1,20
19,Quando,0,0,0,1,0,0,0,0,0,0,0,19,109,6,0
19,si,0,0,0,0,0,0,0,0,1,0,0,19,109,2,1
19,mettono,0,1,0,0,0,0,0,0,0,0,0,19,109,7,2
19,le,0,0,0,0,0,1,0,0,0,0,0,19,109,2,3
19,foto,1,0,0,0,0,0,0,0,0,0,0,19,109,4,4
19,su,0,0,0,0,0,0,0,0,0,1,0,19,109,2,5
19,facebook,0,0,0,0,0,0,0,0,0,0,0,19,109,8,6
19,bisogna,0,1,0,0,0,0,0,0,0,0,0,19,109,7,7
19,stare,0,1,0,0,0,0,0,0,0,0,0,19,109,5,8
19,attenti,0,0,1,0,0,0,0,0,0,0,1,19,109,7,9
19,perché,0,0,0,0,1,0,0,0,0,0,0,19,109,6,10
19,le,0,0,0,0,0,0,0,0,1,0,0,19,109,2,11
19,possono,0,1,0,0,0,0,0,0,0,0,0,19,109,7,12
19,vedere,0,1,0,0,0,0,0,0,0,0,0,19,109,6,13
19,persone,1,0,0,0,0,0,0,0,0,0,0,19,109,7,14
19,che,0,0,0,0,0,0,0,0,1,0,0,19,109,3,15
19,non,0,0,0,1,0,0,0,0,0,0,0,19,109,3,16
19,conosci,0,1,0,0,0,0,0,0,0,0,0,19,109,7,17
19,.,0,0,0,0,0,0,0,1,0,0,0,19,109,1,18
22,Il,0,0,0,0,0,1,0,0,0,0,0,16,68,2,0
22,1,0,0,0,0,0,0,1,0,0,0,0,16,68,1,1
22,gennaio,1,0,0,0,0,0,0,0,0,0,0,16,68,7,2
22,a,0,0,0,0,0,0,0,0,0,1,0,16,68,1,3
22,Vienna,0,0,0,0,0,0,0,0,0,0,0,16,68,6,4
22,c’,0,0,0,0,0,0,0,0,1,0,0,16,68,2,5
22,è,0,1,0,0,0,0,0,0,0,0,0,16,68,1,6
22,un,0,0,0,0,0,1,0,0,0,0,0,16,68,2,7
22,concerto,1,0,0,0,0,0,0,0,0,0,0,16,68,8,8
22,che,0,0,0,0,0,0,0,0,1,0,0,16,68,3,9
22,è,0,1,0,0,0,0,0,0,0,0,0,16,68,1,10
22,famoso,0,0,1,0,0,0,0,0,0,0,0,16,68,6,11
22,in,0,0,0,0,0,0,0,0,0,1,0,16,68,2,12
22,tutto,0,0,0,0,0,1,0,0,0,0,0,16,68,5,13
22,il,0,0,0,0,0,1,0,0,0,0,0,16,68,2,14
22,mondo,1,0,0,0,0,0,0,0,0,0,0,16,68,5,15
23,Il,0,0,0,0,0,1,0,0,0,0,0,17,71,2,0
23,1,0,0,0,0,0,0,1,0,0,0,0,17,71,1,1
23,gennaio,1,0,0,0,0,0,0,0,0,0,0,17,71,7,2
23,a,0,0,0,0,0,0,0,0,0,1,0,17,71,1,3
23,Vienna,0,0,0,0,0,0,0,0,0,0,0,17,71,6,4
23,si,0,0,0,0,0,0,0,0,1,0,0,17,71,2,5
23,fa,0,1,0,0,0,0,0,0,0,0,0,17,71,2,6
23,un,0,0,0,0,0,1,0,0,0,0,0,17,71,2,7
23,concerto,1,0,0,0,0,0,0,0,0,0,0,17,71,8,8
23,che,0,0,0,0,0,0,0,0,1,0,0,17,71,3,9
23,è,0,1,0,0,0,0,0,0,0,0,0,17,71,1,10
23,famoso,0,0,1,0,0,0,0,0,0,0,0,17,71,6,11
23,in,0,0,0,0,0,0,0,0,0,1,0,17,71,2,12
23,tutto,0,0,0,0,0,1,0,0,0,0,0,17,71,5,13
23,il,0,0,0,0,0,1,0,0,0,0,0,17,71,2,14
23,mondo,1,0,0,0,0,0,0,0,0,0,0,17,71,5,15
23,.,0,0,0,0,0,0,0,1,0,0,0,17,71,1,16
25,Il,0,0,0,0,0,1,0,0,0,0,0,11,54,2,0
25,concerto,1,0,0,0,0,0,0,0,0,0,0,11,54,8,1
25,si,0,0,0,0,0,0,0,0,1,0,0,11,54,2,2
25,può,0,1,0,0,0,0,0,0,0,0,0,11,54,3,3
25,vedere,0,1,0,0,0,0,0,0,0,0,0,11,54,6,4
25,in,0,0,0,0,0,0,0,0,0,1,0,11,54,2,5
25,televisione,1,0,0,0,0,0,0,0,0,0,0,11,54,11,6
25,il,0,0,0,0,0,1,0,0,0,0,0,11,54,2,7
25,1,0,0,0,0,0,0,1,0,0,0,0,11,54,1,8
25,gennaio,1,0,0,0,0,0,0,0,0,0,0,11,54,7,9
25,.,0,0,0,0,0,0,0,1,0,0,0,11,54,1,10
26,Il,0,0,0,0,0,1,0,0,0,0,0,10,49,2,0
26,Concerto,1,0,0,0,0,0,0,0,0,0,0,10,49,8,1
26,di,0,0,0,0,0,0,0,0,0,1,0,10,49,2,2
26,Capodanno,0,0,0,0,0,0,0,0,0,0,0,10,49,9,3
26,di,0,0,0,0,0,0,0,0,0,1,0,10,49,2,4
26,Vienna,0,0,0,0,0,0,0,0,0,0,0,10,49,6,5
26,è,0,1,0,0,0,0,0,0,0,0,0,10,49,1,6
26,molto,0,0,0,1,0,0,0,0,0,0,0,10,49,5,7
26,bello,0,0,1,0,0,0,0,0,0,0,0,10,49,5,8
26,.,0,0,0,0,0,0,0,1,0,0,0,10,49,1,9
28,Ritorna,0,1,0,0,0,0,0,0,0,0,0,9,40,7,0
28,in,0,0,0,0,0,0,0,0,0,1,0,9,40,2,1
28,televisione,1,0,0,0,0,0,0,0,0,0,0,9,40,11,2
28,C’,0,0,0,0,0,0,0,0,1,0,0,9,40,2,3
28,è,0,1,0,0,0,0,0,0,0,0,0,9,40,1,4
28,posta,0,1,0,0,0,0,0,0,0,0,0,9,40,5,5
28,per,0,0,0,0,0,0,0,0,0,1,0,9,40,3,6
28,te,0,0,0,0,0,0,0,0,1,0,0,9,40,2,7
28,!,0,0,0,0,0,0,0,1,0,0,0,9,40,1,8
29,Maria,0,0,0,0,0,0,0,0,0,0,0,10,58,5,0
29,De,0,0,0,0,0,0,0,0,0,0,0,10,58,2,1
29,Filippi,0,0,0,0,0,0,0,0,0,0,0,10,58,7,2
29,ritorna,0,1,0,0,0,0,0,0,0,0,0,10,58,7,3
29,in,0,0,0,0,0,0,0,0,0,1,0,10,58,2,4
29,televisione,1,0,0,0,0,0,0,0,0,0,0,10,58,11,5
29,il,0,0,0,0,0,1,0,0,0,0,0,10,58,2,6
29,10,0,0,0,0,0,0,1,0,0,0,0,10,58,2,7
29,gennaio,1,0,0,0,0,0,0,0,0,0,0,10,58,7,8
29,2015,0,0,0,0,0,0,1,0,0,0,0,10,58,4,9
30,Dal,0,0,0,0,0,0,0,0,0,1,0,17,82,3,0
30,10,0,0,0,0,0,0,1,0,0,0,0,17,82,2,1
30,gennaio,1,0,0,0,0,0,0,0,0,0,0,17,82,7,2
30,ritorna,0,1,0,0,0,0,0,0,0,0,0,17,82,7,3
30,in,0,0,0,0,0,0,0,0,0,1,0,17,82,2,4
30,televisione,1,0,0,0,0,0,0,0,0,0,1,17,82,11,5
30,un,0,0,0,0,0,1,0,0,0,0,0,17,82,2,6
30,programma,1,0,0,0,0,0,0,0,0,0,0,17,82,9,7
30,che,0,0,0,0,0,0,0,0,1,0,0,17,82,3,8
30,si,0,0,0,0,0,0,0,0,1,0,0,17,82,2,9
30,chiama,0,1,0,0,0,0,0,0,0,0,0,17,82,6,10
30,C’,0,0,0,0,0,0,0,0,1,0,0,17,82,2,11
30,è,0,1,0,0,0,0,0,0,0,0,0,17,82,1,12
30,posta,0,1,0,0,0,0,0,0,0,0,0,17,82,5,13
30,per,0,0,0,0,0,0,0,0,0,1,0,17,82,3,14
30,te,0,0,0,0,0,0,0,0,1,0,0,17,82,2,15
30,.,0,0,0,0,0,0,0,1,0,0,0,17,82,1,16
34,Per,0,0,0,0,0,0,0,0,0,1,0,16,85,3,0
34,esempio,1,0,0,0,0,0,0,0,0,0,0,16,85,7,1
34,",",0,0,0,0,0,0,0,1,0,0,0,16,85,1,2
34,le,0,0,0,0,0,1,0,0,0,0,0,16,85,2,3
34,persone,1,0,0,0,0,0,0,0,0,0,0,16,85,7,4
34,famose,0,0,1,0,0,0,0,0,0,0,0,16,85,6,5
34,che,0,0,0,0,0,0,0,0,1,0,0,16,85,3,6
34,ci,0,0,0,0,0,0,0,0,1,0,0,16,85,2,7
34,saranno,0,1,0,0,0,0,0,0,0,0,1,16,85,7,8
34,sono,0,1,0,0,0,0,0,0,0,0,0,16,85,4,9
34,Francesco,0,0,0,0,0,0,0,0,0,0,0,16,85,9,10
34,Totti,0,0,0,0,0,0,0,0,0,0,0,16,85,5,11
34,o,0,0,0,0,1,0,0,0,0,0,0,16,85,1,12
34,Sabrina,0,0,0,0,0,0,0,0,0,0,0,16,85,7,13
34,Ferilli,0,0,0,0,0,0,0,0,0,0,0,16,85,7,14
34,.,0,0,0,0,0,0,0,1,0,0,0,16,85,1,15
36,Fai,0,1,0,0,0,0,0,0,0,0,0,7,26,3,0
36,lo,0,0,0,0,0,1,0,0,0,0,0,7,26,2,1
36,sport,1,0,0,0,0,0,0,0,0,0,0,7,26,5,2
36,che,0,0,0,0,0,0,0,0,1,0,0,7,26,3,3
36,ti,0,0,0,0,0,0,0,0,1,0,0,7,26,2,4
36,piace,0,1,0,0,0,0,0,0,0,0,0,7,26,5,5
36,!,0,0,0,0,0,0,0,1,0,0,0,7,26,1,6
39,Ad,0,0,0,0,0,0,0,0,0,1,0,12,53,2,0
39,esempio,1,0,0,0,0,0,0,0,0,0,0,12,53,7,1
39,",",0,0,0,0,0,0,0,1,0,0,0,12,53,1,2
39,c’,0,0,0,0,0,0,0,0,1,0,0,12,53,2,3
39,è,0,1,0,0,0,0,0,0,0,0,0,12,53,1,4
39,un’,0,0,0,0,0,1,0,0,0,0,0,12,53,3,5
39,associazione,1,0,0,0,0,0,0,0,0,0,0,12,53,12,6
39,che,0,0,0,0,0,0,0,0,1,0,0,12,53,3,7
39,si,0,0,0,0,0,0,0,0,1,0,0,12,53,2,8
39,chiama,0,1,0,0,0,0,0,0,0,0,0,12,53,6,9
39,Fisdir,0,0,0,0,0,0,0,0,0,0,0,12,53,6,10
39,.,0,0,0,0,0,0,0,1,0,0,0,12,53,1,11
40,L’,0,0,0,0,0,1,0,0,0,0,0,16,89,2,0
40,indirizzo,1,0,0,0,0,0,0,0,0,0,0,16,89,9,1
40,e,0,0,0,0,1,0,0,0,0,0,0,16,89,1,2
40,il,0,0,0,0,0,1,0,0,0,0,0,16,89,2,3
40,numero,1,0,0,0,0,0,0,0,0,0,0,16,89,6,4
40,di,0,0,0,0,0,0,0,0,0,1,0,16,89,2,5
40,telefono,1,0,0,0,0,0,0,0,0,0,0,16,89,8,6
40,di,0,0,0,0,0,0,0,0,0,1,0,16,89,2,7
40,Fisdir,0,0,0,0,0,0,0,0,0,0,1,16,89,6,8
40,si,0,0,0,0,0,0,0,0,1,0,0,16,89,2,9
40,trovano,0,1,0,0,0,0,0,0,0,0,0,16,89,7,10
40,sul,0,0,0,0,0,0,0,0,0,1,0,16,89,3,11
40,sito,1,0,0,0,0,0,0,0,0,0,0,16,89,4,12
40,Internet,0,0,0,0,0,0,0,0,0,0,0,16,89,8,13
40,www.fisdir.it,0,0,0,0,0,0,0,0,0,0,0,16,89,13,14
40,.,0,0,0,0,0,0,0,1,0,0,0,16,89,1,15
41,I,0,0,0,0,0,1,0,0,0,0,0,36,187,1,0
41,tuoi,0,0,0,0,0,1,0,0,0,0,0,36,187,4,1
41,familiari,1,0,0,0,0,0,0,0,0,0,0,36,187,9,2
41,o,0,0,0,0,1,0,0,0,0,0,0,36,187,1,3
41,i,0,0,0,0,0,1,0,0,0,0,0,36,187,1,4
41,tuoi,0,0,0,0,0,1,0,0,0,0,0,36,187,4,5
41,amici,1,0,0,0,0,0,0,0,0,0,0,36,187,5,6
41,ti,0,0,0,0,0,0,0,0,1,0,0,36,187,2,7
41,possono,0,1,0,0,0,0,0,0,0,0,0,36,187,7,8
41,aiutare,0,1,0,0,0,0,0,0,0,0,1,36,187,7,9
41,a,0,0,0,0,0,0,0,0,0,1,0,36,187,1,10
41,cercare,0,1,0,0,0,0,0,0,0,0,0,36,187,7,11
41,sul,0,0,0,0,0,0,0,0,0,1,0,36,187,3,12
41,sito,1,0,0,0,0,0,0,0,0,0,0,36,187,4,13
41,Internet,0,0,0,0,0,0,0,0,0,0,0,36,187,8,14
41,www.fisdir.it,0,0,0,0,0,0,0,0,0,1,1,36,187,13,15
41,l’,0,0,0,0,0,1,0,0,0,0,0,36,187,2,16
41,indirizzo,1,0,0,0,0,0,0,0,0,0,0,36,187,9,17
41,e,0,0,0,0,1,0,0,0,0,0,0,36,187,1,18
41,il,0,0,0,0,0,1,0,0,0,0,0,36,187,2,19
41,numero,1,0,0,0,0,0,0,0,0,0,0,36,187,6,20
41,di,0,0,0,0,0,0,0,0,0,1,0,36,187,2,21
41,telefono,1,0,0,0,0,0,0,0,0,0,1,36,187,8,22
41,delle,0,0,0,0,0,0,0,0,0,1,0,36,187,5,23
41,persone,1,0,0,0,0,0,0,0,0,0,0,36,187,7,24
41,che,0,0,0,0,0,0,0,0,1,0,0,36,187,3,25
41,ti,0,0,0,0,0,0,0,0,1,0,0,36,187,2,26
41,aiutano,0,1,0,0,0,0,0,0,0,0,0,36,187,7,27
41,a,0,0,0,0,0,0,0,0,0,1,0,36,187,1,28
41,fare,0,1,0,0,0,0,0,0,0,0,0,36,187,4,29
41,lo,0,0,0,0,0,1,0,0,0,0,0,36,187,2,30
41,sport,1,0,0,0,0,0,0,0,0,0,0,36,187,5,31
41,che,0,0,0,0,0,0,0,0,1,0,0,36,187,3,32
41,ti,0,0,0,0,0,0,0,0,1,0,0,36,187,2,33
41,piace,0,1,0,0,0,0,0,0,0,0,0,36,187,5,34
41,.,0,0,0,0,0,0,0,1,0,0,0,36,187,1,35
42,Il,0,0,0,0,0,1,0,0,0,0,0,9,52,2,0
42,Campionato,1,0,0,0,0,0,0,0,0,0,0,9,52,10,1
42,di,0,0,0,0,0,0,0,0,0,1,0,9,52,2,2
42,calcio,1,0,0,0,0,0,0,0,0,0,0,9,52,6,3
42,italiano,0,0,1,0,0,0,0,0,0,0,0,9,52,8,4
42,si,0,0,0,0,0,0,0,0,1,0,0,9,52,2,5
42,ferma,0,1,0,0,0,0,0,0,0,0,0,9,52,5,6
42,per,0,0,0,0,0,0,0,0,0,1,0,9,52,3,7
42,Natale,0,0,0,0,0,0,0,0,0,0,0,9,52,6,8
43,Le,0,0,0,0,0,1,0,0,0,0,0,14,70,2,0
43,partite,1,0,0,0,0,0,0,0,0,0,0,14,70,7,1
43,di,0,0,0,0,0,0,0,0,0,1,0,14,70,2,2
43,calcio,1,0,0,0,0,0,0,0,0,0,0,14,70,6,3
43,si,0,0,0,0,0,0,0,0,1,0,0,14,70,2,4
43,fermano,0,1,0,0,0,0,0,0,0,0,1,14,70,7,5
43,dal,0,0,0,0,0,0,0,0,0,1,0,14,70,3,6
43,22,0,0,0,0,0,0,1,0,0,0,0,14,70,2,7
43,dicembre,1,0,0,0,0,0,0,0,0,0,0,14,70,8,8
43,2014,0,0,0,0,0,0,1,0,0,0,0,14,70,4,9
43,al,0,0,0,0,0,0,0,0,0,1,0,14,70,2,10
43,5,0,0,0,0,0,0,1,0,0,0,0,14,70,1,11
43,gennaio,1,0,0,0,0,0,0,0,0,0,0,14,70,7,12
43,2015,0,0,0,0,0,0,1,0,0,0,0,14,70,4,13
45,Le,0,0,0,0,0,1,0,0,0,0,0,10,50,2,0
45,partite,1,0,0,0,0,0,0,0,0,0,0,10,50,7,1
45,di,0,0,0,0,0,0,0,0,0,1,0,10,50,2,2
45,calcio,1,0,0,0,0,0,0,0,0,0,0,10,50,6,3
45,ritornano,0,1,0,0,0,0,0,0,0,0,0,10,50,9,4
45,dal,0,0,0,0,0,0,0,0,0,1,0,10,50,3,5
45,6,0,0,0,0,0,0,1,0,0,0,0,10,50,1,6
45,gennaio,1,0,0,0,0,0,0,0,0,0,0,10,50,7,7
45,2015,0,0,0,0,0,0,1,0,0,0,0,10,50,4,8
45,.,0,0,0,0,0,0,0,1,0,0,0,10,50,1,9
46,Questa,0,0,0,0,0,1,0,0,0,0,0,6,35,6,0
46,notizia,1,0,0,0,0,0,0,0,0,0,0,6,35,7,1
46,parla,0,1,0,0,0,0,0,0,0,0,0,6,35,5,2
46,di,0,0,0,0,0,0,0,0,0,1,0,6,35,2,3
46,cose,1,0,0,0,0,0,0,0,0,0,0,6,35,4,4
46,strane,0,0,1,0,0,0,0,0,0,0,0,6,35,6,5
47,Suor,0,0,0,0,0,0,0,0,0,0,0,6,33,4,0
47,Cristina,0,0,0,0,0,0,0,0,0,0,0,6,33,8,1
47,è,0,1,0,0,0,0,0,0,0,0,0,6,33,1,2
47,diventata,0,1,0,0,0,0,0,0,0,0,0,6,33,9,3
47,famosa,0,0,1,0,0,0,0,0,0,0,0,6,33,6,4
47,!,0,0,0,0,0,0,0,1,0,0,0,6,33,1,5
48,Il,0,0,0,0,0,1,0,0,0,0,0,12,53,2,0
48,suo,0,0,0,0,0,1,0,0,0,0,0,12,53,3,1
48,video,1,0,0,0,0,0,0,0,0,0,0,12,53,5,2
48,su,0,0,0,0,0,0,0,0,0,1,0,12,53,2,3
48,Youtube,0,0,0,0,0,0,0,0,0,0,0,12,53,7,4
48,è,0,1,0,0,0,0,0,0,0,0,0,12,53,1,5
48,il,0,0,0,0,0,1,0,0,0,0,0,12,53,2,6
48,video,1,0,0,0,0,0,0,0,0,0,0,12,53,5,7
48,più,0,0,0,1,0,0,0,0,0,0,0,12,53,3,8
48,visto,0,1,0,0,0,0,0,0,0,0,0,12,53,5,9
48,nel,0,0,0,0,0,0,0,0,0,1,0,12,53,3,10
48,2014,0,0,0,0,0,0,1,0,0,0,0,12,53,4,11
49,Suor,0,0,0,0,0,0,0,0,0,0,0,6,29,4,0
49,Cristina,0,0,0,0,0,0,0,0,0,0,0,6,29,8,1
49,è,0,1,0,0,0,0,0,0,0,0,0,6,29,1,2
49,una,0,0,0,0,0,1,0,0,0,0,0,6,29,3,3
49,cantante,1,0,0,0,0,0,0,0,0,0,0,6,29,8,4
49,.,0,0,0,0,0,0,0,1,0,0,0,6,29,1,5
52,Ha,0,1,0,0,0,0,0,0,0,0,0,6,25,2,0
52,vinto,0,1,0,0,0,0,0,0,0,0,0,6,25,5,1
52,anche,0,0,0,1,0,0,0,0,0,0,0,6,25,5,2
